TK.3124..HNE,TK.3124..HNN,TK.3124..HNZ,datetime
0.006395321453685819,0.011160183310183073,0.0017820898604992206,2023-02-06T01:18:02.630000Z
0.008591938295734862,0.006592510062916158,0.012137993944843379,2023-02-06T01:18:02.640000Z
0.010548574354165176,0.0027793748776474714,0.01998133998209407,2023-02-06T01:18:02.650000Z
0.011919683001386232,0.0005495683654021272,0.024589792055185074,2023-02-06T01:18:02.660000Z
0.013329150274894798,0.0005654338448542466,0.028800674551594838,2023-02-06T01:18:02.670000Z
0.014682826325283761,0.0015409270451672392,0.029571921061578466,2023-02-06T01:18:02.680000Z
0.014579310411451196,0.00336078340821229,0.028526153724236104,2023-02-06T01:18:02.690000Z
0.011740985042465091,0.0027927781038958716,0.02676608377555447,2023-02-06T01:18:02.700000Z
0.008455586873771318,4.1785980628263156e-05,0.028420713844882487,2023-02-06T01:18:02.710000Z
0.006143032093293196,-0.005623403016221634,0.030315238620922832,2023-02-06T01:18:02.720000Z
0.006077240824645741,-0.010351515179157507,0.03150753572188375,2023-02-06T01:18:02.730000Z
0.006655602934888385,-0.012942457618544186,0.029615268509045306,2023-02-06T01:18:02.740000Z
0.007252850128927003,-0.010905511360909528,0.028430114095970314,2023-02-06T01:18:02.750000Z
0.007268986550516175,-0.006746946136940783,0.02710050805332223,2023-02-06T01:18:02.760000Z
0.006822207641055754,-0.0008660840610990663,0.029100213267904754,2023-02-06T01:18:02.770000Z
0.005697968380866616,0.0030252718349383124,0.03232681540316881,2023-02-06T01:18:02.780000Z
0.004224734654447813,0.00511085301882796,0.036839881034170886,2023-02-06T01:18:02.790000Z
0.002517555197857124,0.004682611299585465,0.036468775569124354,2023-02-06T01:18:02.800000Z
0.0006181934522636453,0.0034168618979478834,0.03317403232033432,2023-02-06T01:18:02.810000Z
-0.0017193924260975105,0.00034953808974702956,0.02820213957796668,2023-02-06T01:18:02.820000Z
-0.002298136457647095,-0.0031087596727794957,0.027569202060885742,2023-02-06T01:18:02.830000Z
-0.0008564351313630972,-0.007497295679154938,0.028568489409493945,2023-02-06T01:18:02.840000Z
0.001926136682162689,-0.011315944734372425,0.02880289925814424,2023-02-06T01:18:02.850000Z
0.0032127488043013084,-0.015364705073668989,0.02328111682041587,2023-02-06T01:18:02.860000Z
0.0035178056195314033,-0.01722003329349529,0.015138429812332224,2023-02-06T01:18:02.870000Z
0.0032978556097854354,-0.01654545965062936,0.0058623605386957205,2023-02-06T01:18:02.880000Z
0.0036081385486223835,-0.012894418364388658,-3.0610932427616956e-05,2023-02-06T01:18:02.890000Z
0.003828993095977643,-0.008592202400355275,-0.004467877482109342,2023-02-06T01:18:02.900000Z
0.0037943519296502613,-0.004371152391821154,-0.006177863515422769,2023-02-06T01:18:02.910000Z
0.00258172946948332,-0.002208471133514187,-0.008723734686838602,2023-02-06T01:18:02.920000Z
0.0014805836721386086,-0.0015181884537722873,-0.012072347282412224,2023-02-06T01:18:02.930000Z
0.0013699240002956257,-0.0013753782947142075,-0.0171859864769671,2023-02-06T01:18:02.940000Z
0.0031211030928970577,-0.00011704846130131737,-0.018911304333814147,2023-02-06T01:18:02.950000Z
0.005301254369044642,0.0021652608582911244,-0.016615764084924597,2023-02-06T01:18:02.960000Z
0.008004544962444774,0.004940543760397474,-0.00784192738082499,2023-02-06T01:18:02.970000Z
0.008855160818390828,0.0058416706276101195,0.005197276237215069,2023-02-06T01:18:02.980000Z
0.008728038292740058,0.004526553512964366,0.021235312871438657,2023-02-06T01:18:02.990000Z
0.007473229570935676,0.001177604349068096,0.033607788349483324,2023-02-06T01:18:03.000000Z
0.007106434803236902,-0.001500877314415808,0.03788676873776712,2023-02-06T01:18:03.010000Z
0.005494276320410659,-0.0023475147054663717,0.03232226592815216,2023-02-06T01:18:03.020000Z
0.0033476961706339005,-0.0019791642859121033,0.02256376989617468,2023-02-06T01:18:03.030000Z
0.0009202204495321629,-0.00117929570166537,0.012521664156137306,2023-02-06T01:18:03.040000Z
0.0008466949092715211,-0.0007668170671404572,0.005245165337455329,2023-02-06T01:18:03.050000Z
0.0015493511521197452,-0.0009520440442464056,-0.0006421538346417223,2023-02-06T01:18:03.060000Z
0.0025216029448026363,-0.0016164708696750857,-0.0058056124446337586,2023-02-06T01:18:03.070000Z
0.0019486260384028852,-0.0005363241402529159,-0.013764290385407201,2023-02-06T01:18:03.080000Z
0.0013928407809159747,0.0033380799381463985,-0.02423396030974774,2023-02-06T01:18:03.090000Z
0.00037928934803429306,0.009744917003768023,-0.03653373947534563,2023-02-06T01:18:03.100000Z
0.0010470141911799644,0.016262303348387075,-0.04584544169295944,2023-02-06T01:18:03.110000Z
0.001229987869640696,0.02016694892015437,-0.05091181764566982,2023-02-06T01:18:03.120000Z
0.0012656565078174302,0.019244245933649304,-0.05020966395179963,2023-02-06T01:18:03.130000Z
0.00014735735730260905,0.014176802214932492,-0.04594761166181551,2023-02-06T01:18:03.140000Z
0.00022576310640826805,0.0062892870842141116,-0.04228600948325063,2023-02-06T01:18:03.150000Z
0.0017441558027778829,-0.000520069401750299,-0.04501897364179912,2023-02-06T01:18:03.160000Z
0.004367788090264151,-0.003977713220229188,-0.05259403572333178,2023-02-06T01:18:03.170000Z
0.005671792741566927,-0.001833587280728328,-0.061226899584997295,2023-02-06T01:18:03.180000Z
0.005190670779683616,0.003192463265140962,-0.06408139667936773,2023-02-06T01:18:03.190000Z
0.004009490560299533,0.009956325509874414,-0.058439645230984896,2023-02-06T01:18:03.200000Z
0.0032051028473151734,0.014663238405583959,-0.04329135551273344,2023-02-06T01:18:03.210000Z
0.002776787688275832,0.01723276459387207,-0.025108064906389387,2023-02-06T01:18:03.220000Z
0.0029954536990779634,0.016621965814294423,-0.009500192268790382,2023-02-06T01:18:03.230000Z
0.0026101607789528907,0.016525161867741042,-0.0022835673425475413,2023-02-06T01:18:03.240000Z
0.0021734666472131127,0.016999395179773023,-0.0037048653546006014,2023-02-06T01:18:03.250000Z
0.00027682942663722346,0.019884485473222316,-0.011735400742694474,2023-02-06T01:18:03.260000Z
-0.0014518707381856364,0.022835385945933304,-0.019515694606277022,2023-02-06T01:18:03.270000Z
-0.004345559622881857,0.02581605927299222,-0.02219441905112082,2023-02-06T01:18:03.280000Z
-0.005926065458565661,0.025944529844881763,-0.016310056551665602,2023-02-06T01:18:03.290000Z
-0.005772692827396899,0.024536716876224888,-0.005302923380865215,2023-02-06T01:18:03.300000Z
-0.002435353547218631,0.021019605978219297,0.004733687355166461,2023-02-06T01:18:03.310000Z
0.001094905913043544,0.017683713997242202,0.008467374556570303,2023-02-06T01:18:03.320000Z
0.0036618376878896045,0.013099150712883078,0.00790386466919984,2023-02-06T01:18:03.330000Z
0.002983155541764828,0.009549521748642808,0.004581675321708907,2023-02-06T01:18:03.340000Z
0.0019314944450104419,0.006289297359240146,-0.0016012322669305004,2023-02-06T01:18:03.350000Z
0.0003972707492655297,0.0052628975991776145,-0.01270967931625361,2023-02-06T01:18:03.360000Z
0.0006168007410624493,0.0037431113195050165,-0.02398084110844405,2023-02-06T01:18:03.370000Z
0.0011816315892425036,0.0014854577165853307,-0.033575569021729985,2023-02-06T01:18:03.380000Z
0.004830024986368629,-0.0024820238201577523,-0.039987200342533655,2023-02-06T01:18:03.390000Z
0.009405358328835593,-0.006069298720238376,-0.04720171853745373,2023-02-06T01:18:03.400000Z
0.014695005013239478,-0.010169070806485601,-0.05265503645380036,2023-02-06T01:18:03.410000Z
0.016624032513320345,-0.013990145473392165,-0.05317523854708093,2023-02-06T01:18:03.420000Z
0.01746780170907397,-0.01786825960590225,-0.04643621708341801,2023-02-06T01:18:03.430000Z
0.017712192313275785,-0.01926179406660978,-0.04044409633170773,2023-02-06T01:18:03.440000Z
0.019546436055586744,-0.018256693487251546,-0.040178763267564,2023-02-06T01:18:03.450000Z
0.020767384859192387,-0.013898904588421175,-0.04644625865733295,2023-02-06T01:18:03.460000Z
